ferme_id,producteur_nom,coop_id,village,departement,region,surface_ha,annee_installation
344,Kouakou Fofana,53,Ouragahio,Gagnoa,Fromager,2.28,1992
345,Gaston Assé,16,Agboville,Agboville,Agnéby-Tiassa,3.82,2014
346,Ibrahim Coulibaly,118,Ouragahio,Gagnoa,Fromager,4.92,1992
347,Yao Fofana,28,Anyama,Abidjan,Lagunes,5.25,2019
348,Arnaud Diabaté,24,Lakota,Gagnoa,Gôh-Djiboua,4.17,2012
349,Fatou Koné,79,Divo,Gagnoa,Gôh-Djiboua,2.48,2017
350,Aminata Koné,36,Anyama,Abidjan,Lagunes,8.55,2005
351,Yves Assé,1,Toumodi,Yamoussoukro,Lacs,5.17,2020
352,Kouadio Traoré,94,Toumodi,Yamoussoukro,Lacs,2.21,2013
353,Kouakou N’Guessan,12,Man,Man,Montagnes,3.12,2012
354,Aristide Assé,120,Yamoussoukro,Yamoussoukro,Lacs,3.79,2002
355,Salimata Fofana,19,Gagnoa,Gagnoa,Gôh-Djiboua,1.29,1999
356,Abdou Ouattara,46,Yamoussoukro,Yamoussoukro,Lacs,1.27,2021
357,Yao Bamba,113,Lakota,Gagnoa,Gôh-Djiboua,1.14,2019
358,Yacouba Kacou,7,Yamoussoukro,Yamoussoukro,Lacs,2.91,2003
359,Koffi Ouattara,31,Soubré,San-Pédro,Bas-Sassandra,0.92,2017
360,Adjoba Yao,26,Issia,Daloa,Sassandra-Marahoué,5.53,2001
361,Ismaël Kouamé,30,Tiassalé,Agboville,Agnéby-Tiassa,2.03,1996
362,Gaston Fofana,47,Danané,Man,Montagnes,3.05,2010
363,Koffi Traoré,95,Agboville,Agboville,Agnéby-Tiassa,2.44,2020
364,Ibrahim Diabaté,27,Vavoua,Daloa,Sassandra-Marahoué,4.38,2014
365,Moussa Kacou,31,Ouragahio,Gagnoa,Fromager,1.64,2018
366,Gaston Bamba,26,Toumodi,Yamoussoukro,Lacs,3.61,1997
367,Aïcha Fofana,70,Vavoua,Daloa,Sassandra-Marahoué,2.98,2014
368,Yves Coulibaly,49,Toumodi,Yamoussoukro,Lacs,4.49,2013
369,Adjoba Touré,52,Gagnoa,Gagnoa,Gôh-Djiboua,6.31,1995
370,Koffi Dosso,75,Abidjan,Abidjan,Lagunes,3.04,2003
371,Arnaud Kacou,105,Man,Man,Montagnes,1.9,1998
372,Yao Koné,86,Ouragahio,Gagnoa,Fromager,3.7,1996
373,Aïcha Kouamé,32,Danané,Man,Montagnes,2.48,2017
374,Aristide Touré,58,Issia,Daloa,Sassandra-Marahoué,1.01,1994
375,Mariam Dosso,114,Vavoua,Daloa,Sassandra-Marahoué,2.16,2018
376,Aminata Fofana,95,Lakota,Gagnoa,Gôh-Djiboua,2.34,2004
377,Yao Touré,118,Man,Man,Montagnes,2.7,2000
378,Yves Kouassi,82,Ouragahio,Gagnoa,Fromager,5.25,2012
379,Salimata Touré,46,San-Pédro,San-Pédro,Bas-Sassandra,6.02,2020
380,Mariam Kouassi,112,Gagnoa,Gagnoa,Gôh-Djiboua,4.15,1992
381,Adjoba Kouassi,46,Oumé,Gagnoa,Fromager,1.16,1994
382,Abdou Kacou,55,Lakota,Gagnoa,Gôh-Djiboua,1.41,2020
383,Moussa Coulibaly,76,Gagnoa,Gagnoa,Gôh-Djiboua,2.34,1993
384,Ibrahim Diabaté,24,Agboville,Agboville,Agnéby-Tiassa,1.18,1995
385,Adjoba Soro,15,Ouragahio,Gagnoa,Fromager,2.17,2005
386,Mariam Dosso,3,Bingerville,Abidjan,Lagunes,2.85,1994
387,Yao Kouassi,60,Bingerville,Abidjan,Lagunes,0.92,2018
388,Kouakou Bamba,71,Agboville,Agboville,Agnéby-Tiassa,2.58,1991
389,Aya Kouassi,23,Man,Man,Montagnes,2.68,2000
390,Aya Diabaté,26,Yamoussoukro,Yamoussoukro,Lacs,3.7,1992
391,Yao N’Guessan,85,Divo,Gagnoa,Gôh-Djiboua,2.31,2005
392,Aristide Dosso,66,Bingerville,Abidjan,Lagunes,2.34,2007
393,Yao Traoré,111,Vavoua,Daloa,Sassandra-Marahoué,5.3,2016
394,Kouakou Bamba,117,Danané,Man,Montagnes,1.67,2017
395,Aminata Soro,100,Gagnoa,Gagnoa,Gôh-Djiboua,1.73,1992
396,Yao Kouassi,6,Lakota,Gagnoa,Gôh-Djiboua,1.93,2016
397,Yves Bamba,39,Tiassalé,Agboville,Agnéby-Tiassa,5.23,2021
398,Aristide Kouassi,18,Man,Man,Montagnes,2.33,2000
399,Yao Touré,54,Lakota,Gagnoa,Gôh-Djiboua,3.61,2021
400,Mariam Bamba,73,Danané,Man,Montagnes,2.71,1991
401,Kouakou Kouassi,9,Vavoua,Daloa,Sassandra-Marahoué,1.46,2002
402,Aïcha Soro,2,Abidjan,Abidjan,Lagunes,3.37,1994
403,Kouakou Coulibaly,52,Toumodi,Yamoussoukro,Lacs,2.16,2001
404,Aristide Fofana,98,Vavoua,Daloa,Sassandra-Marahoué,4.6,2011
405,Moussa Dosso,84,Soubré,San-Pédro,Bas-Sassandra,1.4,2021
406,Ismaël Ouattara,78,San-Pédro,San-Pédro,Bas-Sassandra,5.05,1992
407,Fatou Koné,91,Issia,Daloa,Sassandra-Marahoué,1.45,2005
408,Gaston Diabaté,7,Danané,Man,Montagnes,1.09,2012
409,Moussa Bamba,26,Vavoua,Daloa,Sassandra-Marahoué,2.11,1994
410,Yacouba Assé,39,Toumodi,Yamoussoukro,Lacs,0.67,2010
411,Aya Kouassi,43,Vavoua,Daloa,Sassandra-Marahoué,3.29,2004
412,Fatou N’Guessan,94,Guiglo,Man,Montagnes,2.6,2001
413,Ibrahim Fofana,34,Soubré,San-Pédro,Bas-Sassandra,1.72,2006
414,Fatou Diabaté,57,Divo,Gagnoa,Gôh-Djiboua,1.62,2014
415,Kouakou Coulibaly,39,Ouragahio,Gagnoa,Fromager,3.09,1997
416,Yacouba Diabaté,42,Agboville,Agboville,Agnéby-Tiassa,2.17,2013
417,Ibrahim Bamba,88,Lakota,Gagnoa,Gôh-Djiboua,3.29,2004
418,Aya Kacou,64,Divo,Gagnoa,Gôh-Djiboua,4.86,2006
419,Koffi Koné,89,Daloa,Daloa,Sassandra-Marahoué,3.01,2002
420,Ibrahim Kacou,24,Guiglo,Man,Montagnes,1.49,2011
421,Moussa Yao,48,Danané,Man,Montagnes,2.26,2007
422,Aristide Fofana,86,Ouragahio,Gagnoa,Fromager,2.88,1998
423,Didier Koné,111,Anyama,Abidjan,Lagunes,1.67,2010
424,Mariam Kouassi,108,Tiassalé,Agboville,Agnéby-Tiassa,3.32,2017
425,Mariam Kouassi,78,Divo,Gagnoa,Gôh-Djiboua,1.27,2005
426,Mariam Kouassi,100,Vavoua,Daloa,Sassandra-Marahoué,1.71,2015
427,Aya Traoré,4,Gagnoa,Gagnoa,Gôh-Djiboua,0.7,1998
428,Aïcha Soro,80,Agboville,Agboville,Agnéby-Tiassa,2.77,2021
429,Adjoba Koné,73,Guiglo,Man,Montagnes,4.42,1996
430,Abdou Soro,116,Ouragahio,Gagnoa,Fromager,2.98,2015
431,Aya Traoré,9,Vavoua,Daloa,Sassandra-Marahoué,1.62,2008
432,Aïcha Fofana,33,Man,Man,Montagnes,1.74,2011
433,Abdou N’Guessan,84,Soubré,San-Pédro,Bas-Sassandra,2.82,2007
434,Kouadio Dosso,106,Toumodi,Yamoussoukro,Lacs,2.34,1994
435,Cédric Diabaté,58,Yamoussoukro,Yamoussoukro,Lacs,5.28,2006
436,Abdou Coulibaly,48,Abidjan,Abidjan,Lagunes,5.89,2013
437,Moussa Diabaté,4,Guiglo,Man,Montagnes,2.91,1998
438,Moussa Yao,18,Sassandra,San-Pédro,Bas-Sassandra,1.65,2012
439,Ismaël Diabaté,81,Vavoua,Daloa,Sassandra-Marahoué,1.51,2009
440,Yao Coulibaly,50,Abidjan,Abidjan,Lagunes,3.67,2015
441,Ismaël Fofana,113,Gagnoa,Gagnoa,Gôh-Djiboua,1.59,2020
442,Ismaël Kouassi,37,Issia,Daloa,Sassandra-Marahoué,2.36,2020
443,Fatou Assé,56,Man,Man,Montagnes,1.75,2014
444,Ismaël Kacou,80,Danané,Man,Montagnes,2.29,2014
445,Adjoba Koné,41,Soubré,San-Pédro,Bas-Sassandra,2.06,1998
446,Aminata Bamba,102,Toumodi,Yamoussoukro,Lacs,2.06,2011
447,Aristide Kouassi,28,Man,Man,Montagnes,3.39,2020
448,Ismaël Yao,17,Divo,Gagnoa,Gôh-Djiboua,6.85,1999
449,Yves Dosso,91,Vavoua,Daloa,Sassandra-Marahoué,1.66,1994
450,Yao Touré,37,Agboville,Agboville,Agnéby-Tiassa,2.44,1996
451,Aristide Yao,54,Agboville,Agboville,Agnéby-Tiassa,3.2,2000
452,Didier Ouattara,81,Danané,Man,Montagnes,2.12,2011
453,Aïcha Coulibaly,107,Lakota,Gagnoa,Gôh-Djiboua,2.68,2009
454,Gaston Yao,74,Bingerville,Abidjan,Lagunes,2.99,1991
455,Salimata Coulibaly,67,Yamoussoukro,Yamoussoukro,Lacs,4.12,1996
456,Cédric N’Guessan,59,Issia,Daloa,Sassandra-Marahoué,9.23,1993
457,Didier Kouamé,62,Yamoussoukro,Yamoussoukro,Lacs,4.76,2009
458,Ismaël Bamba,9,Oumé,Gagnoa,Fromager,1.91,2005
459,Aïcha Kouamé,83,Yamoussoukro,Yamoussoukro,Lacs,1.21,2015
460,Moussa Coulibaly,13,Soubré,San-Pédro,Bas-Sassandra,1.53,2018
461,Yves Soro,10,Yamoussoukro,Yamoussoukro,Lacs,3.43,2002
462,Yacouba Assé,84,Ouragahio,Gagnoa,Fromager,4.15,2009
463,Gaston Kouamé,44,Abidjan,Abidjan,Lagunes,6.08,2016
464,Adjoba Coulibaly,28,Bingerville,Abidjan,Lagunes,3.63,2007
465,Didier Fofana,59,Issia,Daloa,Sassandra-Marahoué,2.77,2008
466,Aminata Soro,24,San-Pédro,San-Pédro,Bas-Sassandra,3.87,1993
467,Ismaël Touré,104,Yamoussoukro,Yamoussoukro,Lacs,2.29,2002
468,Didier Fofana,73,Soubré,San-Pédro,Bas-Sassandra,5.29,2020
469,Kouadio Bamba,100,Issia,Daloa,Sassandra-Marahoué,3.13,2016
470,Moussa N’Guessan,17,Bingerville,Abidjan,Lagunes,6.03,1991
471,Yao Kouamé,1,Anyama,Abidjan,Lagunes,4.12,2004
472,Kouakou Soro,25,Divo,Gagnoa,Gôh-Djiboua,1.16,1993
473,Aristide Fofana,57,Issia,Daloa,Sassandra-Marahoué,4.69,1993
474,Yves Kacou,98,Divo,Gagnoa,Gôh-Djiboua,1.32,1995
475,Moussa Kacou,96,Sassandra,San-Pédro,Bas-Sassandra,3.65,2018
476,Kouakou Kouamé,22,Tiassalé,Agboville,Agnéby-Tiassa,4.14,1990
477,Ismaël Yao,65,Daloa,Daloa,Sassandra-Marahoué,4.02,2004
478,Kouadio Traoré,9,Issia,Daloa,Sassandra-Marahoué,4.14,1998
479,Yacouba Diabaté,8,Issia,Daloa,Sassandra-Marahoué,2.72,2018
480,Aminata Yao,100,Soubré,San-Pédro,Bas-Sassandra,1.05,1999
481,Yves Kouassi,39,Lakota,Gagnoa,Gôh-Djiboua,2.57,2018
482,Cédric Touré,8,Issia,Daloa,Sassandra-Marahoué,3.85,2003
483,Koffi Yao,26,Issia,Daloa,Sassandra-Marahoué,5.17,2003
484,Didier Diabaté,88,Oumé,Gagnoa,Fromager,2.45,1995
485,Aminata Fofana,119,Daloa,Daloa,Sassandra-Marahoué,2.91,1992
486,Didier Bamba,57,Toumodi,Yamoussoukro,Lacs,4.07,2015
487,Yao Kouassi,100,Vavoua,Daloa,Sassandra-Marahoué,1.36,1990
488,Salimata N’Guessan,80,Bingerville,Abidjan,Lagunes,2.01,2019
489,Yacouba Ouattara,91,San-Pédro,San-Pédro,Bas-Sassandra,4.99,1997
490,Kouakou Yao,115,Anyama,Abidjan,Lagunes,3.63,2011
491,Abdou Yao,56,Oumé,Gagnoa,Fromager,4.43,2001
492,Salimata Bamba,44,Lakota,Gagnoa,Gôh-Djiboua,2.11,2006
493,Arnaud N’Guessan,10,Issia,Daloa,Sassandra-Marahoué,2.99,2000
494,Aminata Coulibaly,54,Soubré,San-Pédro,Bas-Sassandra,5.69,1995
495,Cédric Fofana,83,Anyama,Abidjan,Lagunes,0.85,2000
496,Aristide Coulibaly,76,Anyama,Abidjan,Lagunes,4.65,2010
497,Aminata N’Guessan,48,Issia,Daloa,Sassandra-Marahoué,1.57,2008
498,Abdou Soro,112,Sassandra,San-Pédro,Bas-Sassandra,2.39,1990
499,Arnaud Fofana,108,Man,Man,Montagnes,4.68,2004
500,Gaston Ouattara,81,Issia,Daloa,Sassandra-Marahoué,1.03,2019
501,Ibrahim N’Guessan,48,Abidjan,Abidjan,Lagunes,1.75,2015
502,Gaston Dosso,69,Lakota,Gagnoa,Gôh-Djiboua,2.52,2015
503,Gaston Assé,69,Daloa,Daloa,Sassandra-Marahoué,2.3,1990
504,Gaston N’Guessan,19,Guiglo,Man,Montagnes,5.52,2017
505,Abdou Koné,95,Abidjan,Abidjan,Lagunes,1.87,2017
506,Ibrahim Yao,115,Tiassalé,Agboville,Agnéby-Tiassa,1.96,2012
507,Aya Ouattara,34,Man,Man,Montagnes,1.9,2004
508,Aristide Kouassi,82,Tiassalé,Agboville,Agnéby-Tiassa,0.89,2006
509,Aya Kouamé,4,Soubré,San-Pédro,Bas-Sassandra,3.78,2001
510,Didier Kouassi,72,Yamoussoukro,Yamoussoukro,Lacs,1.09,2015
511,Yao Fofana,32,Bingerville,Abidjan,Lagunes,3.55,2003
512,Abdou Kouassi,106,Vavoua,Daloa,Sassandra-Marahoué,1.4,1993
513,Mariam Fofana,10,Soubré,San-Pédro,Bas-Sassandra,1.02,2003
514,Salimata Dosso,22,Tiassalé,Agboville,Agnéby-Tiassa,6.54,2021
515,Yves Touré,30,Lakota,Gagnoa,Gôh-Djiboua,1.37,2013
516,Aminata Dosso,84,Oumé,Gagnoa,Fromager,3.29,2006
517,Moussa Bamba,88,Oumé,Gagnoa,Fromager,2.62,1997
518,Salimata Kacou,35,Divo,Gagnoa,Gôh-Djiboua,1.68,1991
519,Arnaud Bamba,75,San-Pédro,San-Pédro,Bas-Sassandra,2.53,2009
520,Aïcha Coulibaly,7,Gagnoa,Gagnoa,Gôh-Djiboua,2.38,1998
521,Yves Soro,22,Daloa,Daloa,Sassandra-Marahoué,12.66,2017
522,Yao Yao,80,San-Pédro,San-Pédro,Bas-Sassandra,8.48,1998
523,Didier Bamba,82,Lakota,Gagnoa,Gôh-Djiboua,2.85,1999
524,Kouakou Yao,85,Daloa,Daloa,Sassandra-Marahoué,2.11,1992
525,Yao Yao,13,Danané,Man,Montagnes,1.88,2021
526,Ismaël N’Guessan,5,Anyama,Abidjan,Lagunes,8.75,2002
527,Kouakou Bamba,59,San-Pédro,San-Pédro,Bas-Sassandra,4.72,1991
528,Yves Kouassi,36,Anyama,Abidjan,Lagunes,2.11,1991
529,Yves Bamba,3,Daloa,Daloa,Sassandra-Marahoué,1.88,1994
530,Koffi Touré,70,Vavoua,Daloa,Sassandra-Marahoué,3.43,2019
531,Ismaël Ouattara,71,Gagnoa,Gagnoa,Gôh-Djiboua,5.54,1993
532,Adjoba Diabaté,80,Divo,Gagnoa,Gôh-Djiboua,0.81,2014
533,Yves Coulibaly,47,Daloa,Daloa,Sassandra-Marahoué,1.0,1996
534,Yacouba Touré,96,Bingerville,Abidjan,Lagunes,0.89,1992
535,Aristide Touré,48,Ouragahio,Gagnoa,Fromager,2.38,2014
536,Cédric Fofana,103,Ouragahio,Gagnoa,Fromager,4.55,1995
537,Salimata N’Guessan,13,Abidjan,Abidjan,Lagunes,2.78,2018
538,Adjoba Diabaté,39,Soubré,San-Pédro,Bas-Sassandra,2.27,1998
539,Adjoba Ouattara,99,Man,Man,Montagnes,1.99,1994
540,Gaston Assé,76,Danané,Man,Montagnes,3.24,1992
541,Mariam Diabaté,49,Oumé,Gagnoa,Fromager,5.1,2006
542,Adjoba Ouattara,72,Guiglo,Man,Montagnes,3.65,2018
543,Ibrahim Touré,1,Sassandra,San-Pédro,Bas-Sassandra,1.91,2021
544,Arnaud Koné,59,Divo,Gagnoa,Gôh-Djiboua,4.28,2016
545,Gaston Kouamé,111,Bingerville,Abidjan,Lagunes,3.62,1998
546,Gaston Bamba,2,Man,Man,Montagnes,9.86,1990
547,Aminata Touré,19,Soubré,San-Pédro,Bas-Sassandra,3.86,2014
548,Ibrahim N’Guessan,66,Yamoussoukro,Yamoussoukro,Lacs,3.42,2001
549,Kouadio Soro,106,Tiassalé,Agboville,Agnéby-Tiassa,0.91,2014
550,Yves Bamba,98,Soubré,San-Pédro,Bas-Sassandra,3.17,2011
551,Moussa Kouamé,73,Abidjan,Abidjan,Lagunes,4.96,1997
552,Salimata Touré,20,Anyama,Abidjan,Lagunes,6.15,2019
553,Salimata Bamba,82,Oumé,Gagnoa,Fromager,1.06,1992
554,Salimata Soro,20,Toumodi,Yamoussoukro,Lacs,1.02,1997
555,Aminata Diabaté,90,Toumodi,Yamoussoukro,Lacs,1.1,2004
556,Didier Soro,59,Toumodi,Yamoussoukro,Lacs,2.91,2020
557,Yao Diabaté,20,Anyama,Abidjan,Lagunes,1.75,2012
558,Arnaud Fofana,64,Lakota,Gagnoa,Gôh-Djiboua,2.49,2003
559,Adjoba Yao,102,Vavoua,Daloa,Sassandra-Marahoué,3.1,1992
560,Yacouba Kacou,107,Abidjan,Abidjan,Lagunes,5.87,2019
561,Adjoba Bamba,21,Soubré,San-Pédro,Bas-Sassandra,4.11,1993
562,Gaston N’Guessan,6,Bingerville,Abidjan,Lagunes,3.28,1996
563,Salimata Bamba,21,Daloa,Daloa,Sassandra-Marahoué,1.64,2015
564,Cédric Traoré,76,Daloa,Daloa,Sassandra-Marahoué,5.27,1990
565,Gaston Soro,41,Vavoua,Daloa,Sassandra-Marahoué,2.15,2017
566,Aristide N’Guessan,48,Agboville,Agboville,Agnéby-Tiassa,4.05,2012
567,Ibrahim Traoré,95,Tiassalé,Agboville,Agnéby-Tiassa,1.07,2018
568,Gaston Traoré,45,Soubré,San-Pédro,Bas-Sassandra,2.46,2006
569,Aïcha Koné,118,Tiassalé,Agboville,Agnéby-Tiassa,2.49,2017
570,Didier Kacou,35,Lakota,Gagnoa,Gôh-Djiboua,1.26,1994
571,Mariam Kacou,72,Soubré,San-Pédro,Bas-Sassandra,1.73,2004
572,Cédric N’Guessan,92,Gagnoa,Gagnoa,Gôh-Djiboua,2.59,2008
573,Moussa Koné,51,Gagnoa,Gagnoa,Gôh-Djiboua,4.92,1995
574,Ibrahim Soro,39,Yamoussoukro,Yamoussoukro,Lacs,9.27,1996
575,Ibrahim Soro,44,San-Pédro,San-Pédro,Bas-Sassandra,2.19,1999
576,Abdou Ouattara,2,Oumé,Gagnoa,Fromager,5.65,1993
577,Gaston Diabaté,39,Soubré,San-Pédro,Bas-Sassandra,1.95,1995
578,Yao Bamba,6,Tiassalé,Agboville,Agnéby-Tiassa,4.57,2009
579,Kouadio Coulibaly,57,Danané,Man,Montagnes,5.04,1997
580,Fatou Koné,112,San-Pédro,San-Pédro,Bas-Sassandra,2.98,2015
581,Moussa Touré,105,San-Pédro,San-Pédro,Bas-Sassandra,6.31,2013
582,Arnaud Kouamé,20,Lakota,Gagnoa,Gôh-Djiboua,3.68,2007
583,Abdou Traoré,34,Bingerville,Abidjan,Lagunes,2.91,1993
584,Arnaud Bamba,44,Issia,Daloa,Sassandra-Marahoué,1.6,2000
585,Didier Dosso,104,Issia,Daloa,Sassandra-Marahoué,3.47,2016
586,Kouakou Bamba,72,Gagnoa,Gagnoa,Gôh-Djiboua,2.41,1993
587,Cédric Dosso,16,Tiassalé,Agboville,Agnéby-Tiassa,2.28,2009
588,Ismaël Koné,73,Tiassalé,Agboville,Agnéby-Tiassa,2.12,2004
589,Adjoba Dosso,59,Vavoua,Daloa,Sassandra-Marahoué,1.33,1998
590,Ismaël Yao,102,Ouragahio,Gagnoa,Fromager,2.56,2020
591,Ismaël Koné,34,Issia,Daloa,Sassandra-Marahoué,0.81,2009
592,Adjoba Assé,35,Vavoua,Daloa,Sassandra-Marahoué,5.78,1996
593,Aristide Assé,6,Oumé,Gagnoa,Fromager,1.46,1994
594,Abdou Yao,48,Vavoua,Daloa,Sassandra-Marahoué,1.96,2001
595,Moussa Traoré,79,Abidjan,Abidjan,Lagunes,1.87,2005
596,Gaston Bamba,104,Tiassalé,Agboville,Agnéby-Tiassa,6.4,1993
597,Cédric Koné,101,San-Pédro,San-Pédro,Bas-Sassandra,3.25,2020
598,Yves Soro,48,Lakota,Gagnoa,Gôh-Djiboua,1.44,2007
599,Ibrahim N’Guessan,85,Guiglo,Man,Montagnes,4.95,2017
600,Kouakou Yao,47,Abidjan,Abidjan,Lagunes,3.08,2021
601,Mariam Coulibaly,20,Ouragahio,Gagnoa,Fromager,1.59,2005
602,Yao Dosso,21,Tiassalé,Agboville,Agnéby-Tiassa,4.97,2016
603,Yao Yao,76,Bingerville,Abidjan,Lagunes,0.76,1995
604,Gaston Kacou,37,Abidjan,Abidjan,Lagunes,2.01,2003
605,Abdou Kacou,89,Agboville,Agboville,Agnéby-Tiassa,2.26,2019
606,Kouadio Coulibaly,114,Toumodi,Yamoussoukro,Lacs,1.95,2005
607,Aminata Touré,114,Lakota,Gagnoa,Gôh-Djiboua,2.29,2013
608,Didier Yao,4,Tiassalé,Agboville,Agnéby-Tiassa,1.48,2000
609,Fatou Kacou,90,Divo,Gagnoa,Gôh-Djiboua,2.51,2017
610,Aminata Assé,12,Soubré,San-Pédro,Bas-Sassandra,4.38,1997
611,Aïcha Coulibaly,45,Gagnoa,Gagnoa,Gôh-Djiboua,3.49,2006
612,Gaston Ouattara,80,Agboville,Agboville,Agnéby-Tiassa,1.76,2008
613,Yves Traoré,58,Soubré,San-Pédro,Bas-Sassandra,1.81,2002
614,Kouadio Assé,22,Daloa,Daloa,Sassandra-Marahoué,7.61,2018
615,Abdou Ouattara,86,San-Pédro,San-Pédro,Bas-Sassandra,1.5,2000
616,Didier Traoré,115,Sassandra,San-Pédro,Bas-Sassandra,1.39,1990
617,Kouadio Kouassi,60,Vavoua,Daloa,Sassandra-Marahoué,5.8,1993
618,Ismaël Diabaté,59,Sassandra,San-Pédro,Bas-Sassandra,1.52,1992
619,Adjoba Dosso,2,Agboville,Agboville,Agnéby-Tiassa,6.51,1995
620,Adjoba Touré,112,Anyama,Abidjan,Lagunes,1.3,2014
621,Fatou Dosso,117,Toumodi,Yamoussoukro,Lacs,2.48,2017
622,Yao Diabaté,59,Man,Man,Montagnes,4.22,2004
623,Yves Dosso,98,Danané,Man,Montagnes,2.54,1992
624,Gaston Diabaté,34,Man,Man,Montagnes,7.27,1990
625,Aminata Fofana,95,Oumé,Gagnoa,Fromager,3.38,2013
626,Abdou Traoré,23,Toumodi,Yamoussoukro,Lacs,1.79,1995
627,Abdou Fofana,6,Anyama,Abidjan,Lagunes,1.08,2000
628,Arnaud Yao,11,Agboville,Agboville,Agnéby-Tiassa,1.67,2017
629,Adjoba Soro,1,Guiglo,Man,Montagnes,3.59,2002
630,Moussa N’Guessan,104,Danané,Man,Montagnes,2.34,2017
631,Gaston Kouassi,107,Divo,Gagnoa,Gôh-Djiboua,0.89,2001
632,Aminata Fofana,2,San-Pédro,San-Pédro,Bas-Sassandra,2.99,2000
633,Gaston Yao,90,Man,Man,Montagnes,5.49,1995
634,Arnaud N’Guessan,107,Gagnoa,Gagnoa,Gôh-Djiboua,4.43,2015
635,Ismaël Fofana,56,Abidjan,Abidjan,Lagunes,8.63,2013
636,Yao Fofana,40,Sassandra,San-Pédro,Bas-Sassandra,2.92,2001
637,Cédric N’Guessan,117,Soubré,San-Pédro,Bas-Sassandra,4.34,2004
638,Yao Touré,11,Agboville,Agboville,Agnéby-Tiassa,1.75,1997
639,Adjoba Assé,115,Issia,Daloa,Sassandra-Marahoué,2.49,2011
640,Aïcha Fofana,59,Abidjan,Abidjan,Lagunes,3.77,2013
641,Mariam Fofana,88,Anyama,Abidjan,Lagunes,7.35,2015
642,Adjoba Diabaté,41,Oumé,Gagnoa,Fromager,1.76,2017
643,Yves Assé,40,San-Pédro,San-Pédro,Bas-Sassandra,2.77,2010
644,Kouadio Koné,38,Soubré,San-Pédro,Bas-Sassandra,1.48,2009
645,Yves Touré,31,Abidjan,Abidjan,Lagunes,1.28,2000
646,Gaston Kouassi,68,Gagnoa,Gagnoa,Gôh-Djiboua,2.39,2010
647,Aminata Diabaté,38,San-Pédro,San-Pédro,Bas-Sassandra,1.64,2000
648,Moussa Traoré,69,Ouragahio,Gagnoa,Fromager,1.46,2012
649,Ismaël Dosso,92,Man,Man,Montagnes,3.55,2000
650,Yao Fofana,44,Sassandra,San-Pédro,Bas-Sassandra,1.42,2012
651,Aya Traoré,40,Ouragahio,Gagnoa,Fromager,1.26,1990
652,Adjoba Koné,79,Toumodi,Yamoussoukro,Lacs,1.93,2015
653,Kouakou N’Guessan,69,Danané,Man,Montagnes,3.9,2014
654,Salimata Dosso,96,Abidjan,Abidjan,Lagunes,3.06,2007
655,Mariam Assé,12,Man,Man,Montagnes,2.48,2017
656,Mariam Assé,110,Divo,Gagnoa,Gôh-Djiboua,2.06,2017
657,Arnaud Koné,57,Ouragahio,Gagnoa,Fromager,3.71,2019
658,Arnaud Yao,20,Man,Man,Montagnes,2.84,1993
659,Arnaud Touré,13,Gagnoa,Gagnoa,Gôh-Djiboua,2.42,1991
660,Salimata Kacou,54,Anyama,Abidjan,Lagunes,3.31,2014
661,Adjoba N’Guessan,51,Guiglo,Man,Montagnes,3.09,1995
662,Ismaël Dosso,115,Oumé,Gagnoa,Fromager,3.23,2013
663,Aminata Yao,105,Yamoussoukro,Yamoussoukro,Lacs,2.27,1992
664,Cédric N’Guessan,51,Daloa,Daloa,Sassandra-Marahoué,2.28,2002
665,Kouakou Assé,87,Guiglo,Man,Montagnes,3.3,2009
666,Aminata Assé,46,Bingerville,Abidjan,Lagunes,2.0,2008
667,Aïcha Yao,34,Abidjan,Abidjan,Lagunes,3.67,2015
668,Aïcha Traoré,3,Toumodi,Yamoussoukro,Lacs,3.79,2001
669,Yacouba Koné,42,Sassandra,San-Pédro,Bas-Sassandra,0.77,2007
670,Didier Coulibaly,56,Man,Man,Montagnes,1.54,2011
671,Arnaud Kouassi,42,Toumodi,Yamoussoukro,Lacs,1.72,2019
672,Ismaël Kouamé,23,Sassandra,San-Pédro,Bas-Sassandra,2.86,2009
673,Salimata Assé,58,Danané,Man,Montagnes,6.52,2014
674,Abdou Kouassi,33,Daloa,Daloa,Sassandra-Marahoué,1.83,2020
675,Adjoba Kouamé,22,Divo,Gagnoa,Gôh-Djiboua,3.15,2020
676,Arnaud Koné,108,Gagnoa,Gagnoa,Gôh-Djiboua,5.57,2012
677,Yacouba Koné,118,Guiglo,Man,Montagnes,4.78,2004
678,Aya Yao,59,Issia,Daloa,Sassandra-Marahoué,2.65,1991
679,Salimata Coulibaly,107,Daloa,Daloa,Sassandra-Marahoué,3.1,2002
680,Moussa Kacou,119,Anyama,Abidjan,Lagunes,4.4,2005
681,Aminata Kouassi,64,Guiglo,Man,Montagnes,1.15,2008
682,Arnaud Traoré,70,Guiglo,Man,Montagnes,5.36,2001
683,Gaston Bamba,57,Bingerville,Abidjan,Lagunes,2.91,1994
684,Yves Touré,84,Divo,Gagnoa,Gôh-Djiboua,4.47,1997
685,Abdou Kouassi,120,Issia,Daloa,Sassandra-Marahoué,2.15,2000
686,Koffi Fofana,55,Tiassalé,Agboville,Agnéby-Tiassa,3.46,2003
687,Koffi Soro,53,Yamoussoukro,Yamoussoukro,Lacs,5.96,1991
